CourseTypeBroadName,FundingGroupName,,UnitLevelCode,UnitPrimaryFOECode,UnitPrimaryFOEDetailedName,UnitPrimaryFOENarrowName,UnitPrimaryFOEBroadName, 2024 EFTSL 
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,2,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,2,80101,Accounting,Accounting,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80301,Business Management,Business And Management,Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,4,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.5
Undergraduate,Domestic - C'wealth Supported,,2,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,5,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,5,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,1,59999,Agriculture  Environmental And Related Studies Not Elsewhere,"Other Agriculture, Environmental And Related Studies",Agriculture  Environmental And Related Studies,0.375
Undergraduate,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80321,Farm Management And Agribusiness,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10900,Biological Sciences,Biological Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,1,20303,Database Management,Information Systems,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,20300,Information Systems,Information Systems,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10900,Biological Sciences,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.375
Undergraduate,Domestic - C'wealth Supported,,2,10903,Botany,Biological Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,20100,Computer Science,Computer Science,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,1,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,3,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,3,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,59999,Agriculture  Environmental And Related Studies Not Elsewhere,"Other Agriculture, Environmental And Related Studies",Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90900,Law,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10900,Biological Sciences,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,20303,Database Management,Information Systems,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80307,Organisation Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,1.375
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.875
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,10913,Human Biology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,1.375
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,39999,Engineering And Related Technologies Not Elsewhere Classifie,Other Engineering And Related Technologies,Engineering And Related Technologies,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90701,Psychology,Behavioural Science,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,90701,Psychology,Behavioural Science,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,1.125
Undergraduate,Domestic - C'wealth Supported,,1,80101,Accounting,Accounting,Management And Commerce,1.875
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80315,Project Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90901,Business And Commercial Law,Law,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,1.375
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10913,Human Biology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80303,Human Resource Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,1.5
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,69903,Human Movement,Other Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,1.125
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80101,Accounting,Accounting,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10915,Zoology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,29901,Security Science,Other Information Technology,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90701,Psychology,Behavioural Science,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90701,Psychology,Behavioural Science,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10913,Human Biology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,30300,Process And Resources Engineering,Process And Resources Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,20103,Programming,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,20100,Computer Science,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90901,Business And Commercial Law,Law,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,2,80101,Accounting,Accounting,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90901,Business And Commercial Law,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,3,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,20103,Programming,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90999,Law Not Elsewhere Classified,Law,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,3,50901,Land  Parks And Wildlife Management,Environmental Studies,Agriculture  Environmental And Related Studies,0.375
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,1.375
Undergraduate,Domestic - C'wealth Supported,,3,80300,Business And Management,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10711,Hydrology,Earth Sciences,Natural And Physical Sciences,1.25
Undergraduate,Domestic - C'wealth Supported,,2,10701,Atmospheric Sciences,Earth Sciences,Natural And Physical Sciences,1.125
Undergraduate,Domestic - C'wealth Supported,,3,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.375
